name,department,url,text_id
"Bobby J. Donahue, badge #157350",St. Paul Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1616264837/JOSEPH_v._DONAHUE.pdf?1616264837,80
"Marshall B. Titus, badge #688855",St. Paul Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1616264837/JOSEPH_v._DONAHUE.pdf?1616264837,80
"Sherry R. Appledorn, badge #214",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/1461/attachments/original/1638002737/13-30015_Appledorn_Pt_5.pdf?1638002737,81
"Todd Babekuhl, badge #246",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618069835/April_6__Family_wins__225_000_settlement_against_Minneapolis_police_-_StarTribune.com.pdf?1618069835,82
"Mark E. Beaupre, badge #362",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618069835/April_6__Family_wins__225_000_settlement_against_Minneapolis_police_-_StarTribune.com.pdf?1618069835,82
"Kendall A. Chambers, badge #1078",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618069835/April_6__Family_wins__225_000_settlement_against_Minneapolis_police_-_StarTribune.com.pdf?1618069835,82
"Scott Creighton, badge #1331",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618069835/April_6__Family_wins__225_000_settlement_against_Minneapolis_police_-_StarTribune.com.pdf?1618069835,82
"Chad Fuchs, badge #2145",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618069835/April_6__Family_wins__225_000_settlement_against_Minneapolis_police_-_StarTribune.com.pdf?1618069835,82
"Christopher Garbisch, badge #2214",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618069835/April_6__Family_wins__225_000_settlement_against_Minneapolis_police_-_StarTribune.com.pdf?1618069835,82
"Mark Kaspszak, badge #3642",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618069835/April_6__Family_wins__225_000_settlement_against_Minneapolis_police_-_StarTribune.com.pdf?1618069835,82
"Steven Lynch, badge #4303",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618069835/April_6__Family_wins__225_000_settlement_against_Minneapolis_police_-_StarTribune.com.pdf?1618069835,82
"Aaron C. Morrison, badge #4859",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618069835/April_6__Family_wins__225_000_settlement_against_Minneapolis_police_-_StarTribune.com.pdf?1618069835,82
"Steven W. Mosey, badge #4875",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618069835/April_6__Family_wins__225_000_settlement_against_Minneapolis_police_-_StarTribune.com.pdf?1618069835,82
"Mark L. Osland, badge #5376",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618069835/April_6__Family_wins__225_000_settlement_against_Minneapolis_police_-_StarTribune.com.pdf?1618069835,82
"George J. Peltz, badge #5546",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618069835/April_6__Family_wins__225_000_settlement_against_Minneapolis_police_-_StarTribune.com.pdf?1618069835,82
"Lucas Peterson, badge #5630",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618069835/April_6__Family_wins__225_000_settlement_against_Minneapolis_police_-_StarTribune.com.pdf?1618069835,82
"Nicholas H. Rowe, badge #6179",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618069835/April_6__Family_wins__225_000_settlement_against_Minneapolis_police_-_StarTribune.com.pdf?1618069835,82
"Peter C. Rud, badge #6200",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618069835/April_6__Family_wins__225_000_settlement_against_Minneapolis_police_-_StarTribune.com.pdf?1618069835,82
"Julio Baez, badge #None",Kasson Police Department,https://assets.nationbuilder.com/cuapb/pages/1472/attachments/original/1669100920/Baez_Julio-18-012-16987.pdf?1669100920,83
"Kelly D. Backman, badge #None",Otter Tail County Sheriff's Office,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1636432211/Prosecutor_forced_to_drop_a_dozen_cases_after_Fergus_Falls_deputy_charged.pdf?1636432211,84
"Kelly D. Backman, badge #None",Otter Tail County Sheriff's Office,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1636432006/Backman_pleads_guilty_to_misconduct_charges.pdf?1636432006,85
"Todd Babekuhl, badge #246",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618074509/Todd_Babekuhl_4.pdf?1618074509,86
"Steven W. Mosey, badge #4875",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618074509/Todd_Babekuhl_4.pdf?1618074509,86
"Todd Babekuhl, badge #246",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1614710513/Jindra_MPR__Feds_won't_prosecute_Minneapolis_officers_in_plunger_case.pdf?1614710513,87
"Jeffrey R. Jindra, badge #3289",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1614710513/Jindra_MPR__Feds_won't_prosecute_Minneapolis_officers_in_plunger_case.pdf?1614710513,87
"Kelly D. Backman, badge #None",Otter Tail County Sheriff's Office,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1614039081/Kelly_Bachman_High_During_High_Speed_Chase.pdf?1614039081,88
"Carlos Baires Escobar, badge #275",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1625952487/Cop_Immunity_on_Taser_Death_Affirmed_by_8th___Courthouse_News_Service.pdf?1625952487,89
"Shawn Brandt, badge #746",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1625952487/Cop_Immunity_on_Taser_Death_Affirmed_by_8th___Courthouse_News_Service.pdf?1625952487,89
"Timothy E. Devick, badge #1526",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1625952487/Cop_Immunity_on_Taser_Death_Affirmed_by_8th___Courthouse_News_Service.pdf?1625952487,89
"Christopher Humphrey, badge #3188",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1625952487/Cop_Immunity_on_Taser_Death_Affirmed_by_8th___Courthouse_News_Service.pdf?1625952487,89
"Nicholas McCarthy, badge #4521",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1625952487/Cop_Immunity_on_Taser_Death_Affirmed_by_8th___Courthouse_News_Service.pdf?1625952487,89
"Jeff Bailey, badge #None",Bloomington Police Department,https://assets.nationbuilder.com/cuapb/pages/270/attachments/original/1671993107/Bloomington_police_identify_officers_involved_in_fatal_shooting_MPR_News.pdf?1671993107,90
"Anthony Kiehl, badge #None",Bloomington Police Department,https://assets.nationbuilder.com/cuapb/pages/270/attachments/original/1671993107/Bloomington_police_identify_officers_involved_in_fatal_shooting_MPR_News.pdf?1671993107,90
"Mike Perron, badge #None",Bloomington Police Department,https://assets.nationbuilder.com/cuapb/pages/270/attachments/original/1671993107/Bloomington_police_identify_officers_involved_in_fatal_shooting_MPR_News.pdf?1671993107,90
"Mike Smith, badge #None",Bloomington Police Department,https://assets.nationbuilder.com/cuapb/pages/270/attachments/original/1671993107/Bloomington_police_identify_officers_involved_in_fatal_shooting_MPR_News.pdf?1671993107,90
"Todd Babekuhl, badge #246",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618074910/Todd_Babekuhl_3.pdf?1618074910,91
"Jeffrey R. Jindra, badge #3289",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618074910/Todd_Babekuhl_3.pdf?1618074910,91
"Ashlee Bahl, badge #407",Chaska Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1617327618/Ashlee_Bahl_3.pdf?1617327618,92
"Kenneth Baker, badge #3144",Mankato Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618017854/Kenneth_Baker_3.pdf?1618017854,93
"Carlos Baires Escobar, badge #275",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626641138/Shawn_Brandt.pdf?1626641138,94
"Shawn Brandt, badge #746",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626641138/Shawn_Brandt.pdf?1626641138,94
"Timothy E. Devick, badge #1526",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626641138/Shawn_Brandt.pdf?1626641138,94
"Christopher Humphrey, badge #3188",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626641138/Shawn_Brandt.pdf?1626641138,94
"Nicholas McCarthy, badge #4521",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626641138/Shawn_Brandt.pdf?1626641138,94
"Donald R. Banham, badge #266",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1617987793/Donald_Banham_2.pdf?1617987793,95
"Kenneth Baker, badge #3144",Mankato Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618017678/Kenneth_Baker_2.pdf?1618017678,96
"Donald W. Banick, badge #31687",St. Paul Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1617991761/Donald_Banick.pdf?1617991761,97
"Kenneth Baker, badge #3144",Mankato Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618018749/Kenneth_Baker_5_%281%29.pdf?1618018749,98
"Craig Frericks, badge #3102",Mankato Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618018749/Kenneth_Baker_5_%281%29.pdf?1618018749,98
"Sherry R. Appledorn, badge #214",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/1461/attachments/original/1638002727/13-30015_Appledorn_Pt_3.pdf?1638002727,99
"Todd Babekuhl, badge #246",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618071259/Minneapolis_pit_bull_shooting_results_in__225K_in_settlement_%E2%80%93_Southwest_Journal.pdf?1618071259,100
"Mark E. Beaupre, badge #362",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618071259/Minneapolis_pit_bull_shooting_results_in__225K_in_settlement_%E2%80%93_Southwest_Journal.pdf?1618071259,100
"Kendall A. Chambers, badge #1078",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618071259/Minneapolis_pit_bull_shooting_results_in__225K_in_settlement_%E2%80%93_Southwest_Journal.pdf?1618071259,100
"Scott Creighton, badge #1331",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618071259/Minneapolis_pit_bull_shooting_results_in__225K_in_settlement_%E2%80%93_Southwest_Journal.pdf?1618071259,100
"Chad Fuchs, badge #2145",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618071259/Minneapolis_pit_bull_shooting_results_in__225K_in_settlement_%E2%80%93_Southwest_Journal.pdf?1618071259,100
"Christopher Garbisch, badge #2214",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618071259/Minneapolis_pit_bull_shooting_results_in__225K_in_settlement_%E2%80%93_Southwest_Journal.pdf?1618071259,100
"Mark Kaspszak, badge #3642",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618071259/Minneapolis_pit_bull_shooting_results_in__225K_in_settlement_%E2%80%93_Southwest_Journal.pdf?1618071259,100
"Steven Lynch, badge #4303",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618071259/Minneapolis_pit_bull_shooting_results_in__225K_in_settlement_%E2%80%93_Southwest_Journal.pdf?1618071259,100
"Aaron C. Morrison, badge #4859",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618071259/Minneapolis_pit_bull_shooting_results_in__225K_in_settlement_%E2%80%93_Southwest_Journal.pdf?1618071259,100
"Steven W. Mosey, badge #4875",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618071259/Minneapolis_pit_bull_shooting_results_in__225K_in_settlement_%E2%80%93_Southwest_Journal.pdf?1618071259,100
"Mark L. Osland, badge #5376",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618071259/Minneapolis_pit_bull_shooting_results_in__225K_in_settlement_%E2%80%93_Southwest_Journal.pdf?1618071259,100
"George J. Peltz, badge #5546",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618071259/Minneapolis_pit_bull_shooting_results_in__225K_in_settlement_%E2%80%93_Southwest_Journal.pdf?1618071259,100
"Lucas Peterson, badge #5630",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618071259/Minneapolis_pit_bull_shooting_results_in__225K_in_settlement_%E2%80%93_Southwest_Journal.pdf?1618071259,100
"Peter C. Rud, badge #6200",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618071259/Minneapolis_pit_bull_shooting_results_in__225K_in_settlement_%E2%80%93_Southwest_Journal.pdf?1618071259,100
"Nicholas H. Rowe, badge #6179",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618071259/Minneapolis_pit_bull_shooting_results_in__225K_in_settlement_%E2%80%93_Southwest_Journal.pdf?1618071259,100
"Russell J. Bankey, badge #None",Mille Lacs County Sheriff's Department,https://assets.nationbuilder.com/cuapb/pages/270/attachments/original/1649604741/Russell_James_Bankey_Sexual_Assault_Charge.pdf?1649604741,101
"Julio Baez, badge #None",Kasson Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1618010608/Julio_Baez.pdf?1618010608,102
"Carlos Baires Escobar, badge #275",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626363612/Cook_-_excessive_force_-_Quincy_Smith_2005.pdf?1626363612,103
"Shawn Brandt, badge #746",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626363612/Cook_-_excessive_force_-_Quincy_Smith_2005.pdf?1626363612,103
"Calvin Cook, badge #1295",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626363612/Cook_-_excessive_force_-_Quincy_Smith_2005.pdf?1626363612,103
"Timothy E. Devick, badge #1526",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626363612/Cook_-_excessive_force_-_Quincy_Smith_2005.pdf?1626363612,103
"Christopher Humphrey, badge #3188",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626363612/Cook_-_excessive_force_-_Quincy_Smith_2005.pdf?1626363612,103
"Nicholas McCarthy, badge #4521",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626363612/Cook_-_excessive_force_-_Quincy_Smith_2005.pdf?1626363612,103
"Ryan Atkinson, badge #244",Minneapolis Police Department,https://assets.nationbuilder.com/cuapb/pages/1509/attachments/original/1753847998/18-15517_Ryan_Atkinson.pdf?1753847998,104
"Shannon L. Barnette, badge #268",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/1462/attachments/original/1638637585/RCA-2021-00434_-_Legal_Settlement_Workers'_Compensation_claim_of_Shannon_Barnette.pdf?1638637585,105
"Anthony Barragan, badge #315",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1617887477/Anthony_M_Barragan_Indictment.pdf?1617887477,106
"Sherry R. Appledorn, badge #214",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/1461/attachments/original/1638002754/13-30015_Appledorn_Pt_2.pdf?1638002754,107
"Ryan Atkinson, badge #244",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1629744423/Dylan-Pearson-Public-Personnel-File---redacted.pdf?1629744423,108
"Dylan Pearson, badge #5498",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1629744423/Dylan-Pearson-Public-Personnel-File---redacted.pdf?1629744423,108
"Pamela M. Barragan, badge #236500",St. Paul Police Department,https://assets.nationbuilder.com/cuapb/pages/270/attachments/original/1667360360/Barragan_-_Personnel_Information.pdf?1667360360,109
"Sherry R. Appledorn, badge #214",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/1461/attachments/original/1638002747/13-30015_Appledorn_Pt_1.pdf?1638002747,110
"Sherry R. Appledorn, badge #214",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/1461/attachments/original/1638002741/13-30015_Appledorn_Pt_6.pdf?1638002741,111
"Shannon L. Barnette, badge #268",Minneapolis Police Department,https://assets.nationbuilder.com/cuapb/pages/1509/attachments/original/1753851699/17-10527_Shannon_Barnette-Discipline_Memo.pdf?1753851699,112
"Donald R. Banham, badge #266",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1617987804/Donald_Banham_3.pdf?1617987804,113
"Brandon Bartholomew, badge #324",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626285181/Judge__Federal_suit_should_be_tossed_in_fatal_police_shooting_-_StarTribune.com.pdf?1626285181,114
"Chad Conner, badge #1263",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626285181/Judge__Federal_suit_should_be_tossed_in_fatal_police_shooting_-_StarTribune.com.pdf?1626285181,114
"Christopher Garbisch, badge #2214",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626285181/Judge__Federal_suit_should_be_tossed_in_fatal_police_shooting_-_StarTribune.com.pdf?1626285181,114
"Jeffrey Newman, badge #5097",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626285181/Judge__Federal_suit_should_be_tossed_in_fatal_police_shooting_-_StarTribune.com.pdf?1626285181,114
"Shawn Powell, badge #5792",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626285181/Judge__Federal_suit_should_be_tossed_in_fatal_police_shooting_-_StarTribune.com.pdf?1626285181,114
"Christopher D. Tucker, badge #7856",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626285181/Judge__Federal_suit_should_be_tossed_in_fatal_police_shooting_-_StarTribune.com.pdf?1626285181,114
"Brandon Bartholomew, badge #324",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1625952983/shawn-powell-lawsuit-motion-to-dismiss.pdf?1625952983,115
"Chad Conner, badge #1263",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1625952983/shawn-powell-lawsuit-motion-to-dismiss.pdf?1625952983,115
"Christopher Garbisch, badge #2214",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1625952983/shawn-powell-lawsuit-motion-to-dismiss.pdf?1625952983,115
"Jeffrey Newman, badge #5097",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1625952983/shawn-powell-lawsuit-motion-to-dismiss.pdf?1625952983,115
"Shawn Powell, badge #5792",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1625952983/shawn-powell-lawsuit-motion-to-dismiss.pdf?1625952983,115
"Christopher D. Tucker, badge #7856",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1625952983/shawn-powell-lawsuit-motion-to-dismiss.pdf?1625952983,115
"Tyrone Barze, badge #330",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1615081444/2018Barze_Lawsuit_claims_Minneapolis_officer_knocked_woman_unconscious_-_Bring_Me_The_News.pdf?1615081444,116
"Tyrone Barze, badge #330",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1613595973/Barze_Lawsuit_Synopsis.pdf?1613595973,117
"Tyrone Barze, badge #330",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1614267803/Lawsuit_over_Minneapolis_police_officer_who's_cost_city__320_000_is_settled_-_StarTribune.com.pdf?1614267803,118
"Tyrone Barze, badge #330",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1614268893/2015Tyrone_Barze_City_Pages_Article.pdf?1614268893,119
"Tyrone Barze, badge #330",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1614440368/2015MadelynMiltonCityAction.pdf?1614440368,120
"Tyrone Barze, badge #330",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1614450573/Milton_v._Barze_Document_17_Order_of_Dismissal_City_of_Mpls.pdf?1614450573,121
"Tyrone Barze, badge #330",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1614450707/Milton_v._Barze_Document_18_Judgment.pdf?1614450707,122
"Brandon Bartholomew, badge #324",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626284837/shawn-powell-wrongful-death-lawsuit.pdf?1626284837,123
"Chad Conner, badge #1263",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626284837/shawn-powell-wrongful-death-lawsuit.pdf?1626284837,123
"Christopher Garbisch, badge #2214",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626284837/shawn-powell-wrongful-death-lawsuit.pdf?1626284837,123
"Jeffrey Newman, badge #5097",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626284837/shawn-powell-wrongful-death-lawsuit.pdf?1626284837,123
"Shawn Powell, badge #5792",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626284837/shawn-powell-wrongful-death-lawsuit.pdf?1626284837,123
"Christopher D. Tucker, badge #7856",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626284837/shawn-powell-wrongful-death-lawsuit.pdf?1626284837,123
"Tyrone Barze, badge #330",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1613852031/Milton_v_Barze_Article.pdf?1613852031,124
"Derrick E. Barnes, badge #267",Minneapolis Police Department,https://assets.nationbuilder.com/cuapb/pages/1509/attachments/original/1753847776/18-08779_Derrick_Barnes.pdf?1753847776,125
"Andrew Schroeder, badge #6385",Minneapolis Police Department,https://assets.nationbuilder.com/cuapb/pages/1509/attachments/original/1753847771/18-08779_Andrew_Schroeder.pdf?1753847771,125
"Tyrone Barze, badge #330",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1614450438/Document_14_Stipulation_of_Dismissal.pdf?1614450438,126
"Tyrone Barze, badge #330",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626028989/jeff_kading_judgement_2.pdf?1626028989,127
"Aaron L. Biard, badge #542",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626028989/jeff_kading_judgement_2.pdf?1626028989,127
"Jeff Kading, badge #3598",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626028989/jeff_kading_judgement_2.pdf?1626028989,127
"Brandon Kitzerow, badge #3712",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626028989/jeff_kading_judgement_2.pdf?1626028989,127
"Steven J. Laux, badge #4035",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626028989/jeff_kading_judgement_2.pdf?1626028989,127
"Aaron C. Morrison, badge #4859",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626028989/jeff_kading_judgement_2.pdf?1626028989,127
"Brian Thole, badge #7166",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626028989/jeff_kading_judgement_2.pdf?1626028989,127
"Shannon L. Barnette, badge #268",Minneapolis Police Department,https://assets.nationbuilder.com/cuapb/pages/1509/attachments/original/1753851707/17-10527_Shannon_Barnette-Investigative_Report.pdf?1753851707,128
"Brandon Bartholomew, badge #324",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/1461/attachments/original/1638005024/13-30551_Bartholomew_and_Robinson_Pt_7.pdf?1638005024,129
"David M. Robinson, badge #6060",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/1461/attachments/original/1638005024/13-30551_Bartholomew_and_Robinson_Pt_7.pdf?1638005024,129
"Tyrone Barze, badge #330",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626027728/jeff_kading_complaint_2.pdf?1626027728,130
"Aaron L. Biard, badge #542",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626027728/jeff_kading_complaint_2.pdf?1626027728,130
"Jeff Kading, badge #3598",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626027728/jeff_kading_complaint_2.pdf?1626027728,130
"Brandon Kitzerow, badge #3712",Minneapolis Police Department,https://d3n8a8pro7vhmx.cloudfront.net/cuapb/pages/270/attachments/original/1626027728/jeff_kading_complaint_2.pdf?1626027728,130
